"","Behaviour","START","STOP","Duration","ID"
"511","Mounted + Freezing",6165.21,6178.13,12.9200000000001,"g1.G30xJ210"
"513","Leg Showcase + Mounted + Pedipalp Showcase",6178.18,6182.58,4.39999999999964,"g1.G30xJ210"
"515","Mounted + Freezing",6182.68,6189.24,6.55999999999949,"g1.G30xJ210"
"517","Leg Showcase + Mounted + Pedipalp Showcase",6189.3,6193.08,3.77999999999975,"g1.G30xJ210"
"518","Mounted + Freezing",6193.08,6205.68,12.6000000000004,"g1.G30xJ210"
"520","Leg Showcase + Mounted + Pedipalp Showcase",6205.76,6211.9,6.13999999999942,"g1.G30xJ210"
"521","Mounted + Freezing",6211.9,6219.23,7.32999999999993,"g1.G30xJ210"
"523","Leg Showcase + Mounted + Pedipalp Showcase",6219.45,6222.25,2.80000000000018,"g1.G30xJ210"
"524","Mounted + Freezing",6222.25,6229.18,6.93000000000029,"g1.G30xJ210"
"526","Leg Showcase + Mounted + Pedipalp Showcase",6229.23,6233.18,3.95000000000073,"g1.G30xJ210"
"527","Mounted + Freezing",6233.18,6242.27,9.09000000000015,"g1.G30xJ210"
"529","Leg Showcase + Mounted + Pedipalp Showcase",6242.34,6246.29,3.94999999999982,"g1.G30xJ210"
"530","Mounted + Freezing",6246.29,6251.56,5.27000000000044,"g1.G30xJ210"
"532","Leg Showcase + Mounted + Pedipalp Showcase",6251.61,6256.16,4.55000000000018,"g1.G30xJ210"
"533","Mounted + Freezing",6256.16,6268.1,11.9400000000005,"g1.G30xJ210"
"535","Leg Showcase + Mounted + Pedipalp Showcase",6268.15,6273.54,5.39000000000033,"g1.G30xJ210"
"536","Mounted + Freezing",6273.54,6280.04,6.5,"g1.G30xJ210"
"538","Leg Showcase + Mounted + Pedipalp Showcase",6280.08,6283.24,3.15999999999985,"g1.G30xJ210"
"539","Mounted + Freezing",6283.24,6300.18,16.9400000000005,"g1.G30xJ210"
"541","Leg Showcase + Mounted + Pedipalp Showcase",6300.23,6303.47,3.24000000000069,"g1.G30xJ210"
"542","Mounted + Freezing",6303.47,6312.58,9.10999999999967,"g1.G30xJ210"
"544","Leg Showcase + Mounted + Pedipalp Showcase",6312.65,6317.41,4.76000000000022,"g1.G30xJ210"
"545","Mounted + Freezing",6317.41,6328.14,10.7300000000005,"g1.G30xJ210"
