"","Behaviour","START","STOP","Duration","ID"
"525","Mounted + Freezing",3799.76,3806.42,6.65999999999985,"g1.J101xJ204"
"527","Leg Showcase + Mounted + Pedipalp Showcase",3806.52,3808.94,2.42000000000007,"g1.J101xJ204"
"529","Mounted + Freezing",3809.02,3817.55,8.5300000000002,"g1.J101xJ204"
"530","Leg Showcase + Mounted",3817.55,3820.06,2.50999999999976,"g1.J101xJ204"
"531","Mounted + Freezing",3820.06,3835.8,15.7400000000002,"g1.J101xJ204"
"533","Leg Showcase + Mounted + Pedipalp Showcase",3835.82,3839.68,3.85999999999967,"g1.J101xJ204"
"535","Mounted + Freezing",3839.72,3851.45,11.73,"g1.J101xJ204"
"537","Leg Showcase + Mounted + Pedipalp Showcase",3851.55,3857,5.44999999999982,"g1.J101xJ204"
"538","Leg Showcase + Mounted",3857,3858.68,1.67999999999984,"g1.J101xJ204"
"539","Mounted + Freezing",3858.68,3868.94,10.2600000000002,"g1.J101xJ204"
"541","Leg Showcase + Mounted + Pedipalp Showcase",3869.02,3873.16,4.13999999999987,"g1.J101xJ204"
"542","Mounted + Freezing",3873.16,3881.7,8.53999999999996,"g1.J101xJ204"
"544","Leg Showcase + Mounted + Pedipalp Showcase",3881.85,3886.86,5.01000000000022,"g1.J101xJ204"
"545","Mounted + Freezing",3886.86,3898.33,11.4699999999998,"g1.J101xJ204"
"546","Leg Showcase + Mounted",3898.33,3899.92,1.59000000000015,"g1.J101xJ204"
"547","Leg Showcase + Mounted + Pedipalp Showcase",3899.92,3902.29,2.36999999999989,"g1.J101xJ204"
"549","Mounted + Freezing",3902.44,3908.05,5.61000000000013,"g1.J101xJ204"
"551","Leg Showcase + Mounted + Pedipalp Showcase",3908.1,3912.35,4.25,"g1.J101xJ204"
"552","Mounted + Freezing",3912.35,3920.06,7.71000000000004,"g1.J101xJ204"
"554","Leg Showcase + Mounted + Pedipalp Showcase",3920.08,3928.44,8.36000000000013,"g1.J101xJ204"
"555","Mounted + Freezing",3928.44,3950.21,21.77,"g1.J101xJ204"
"557","Leg Showcase + Mounted + Pedipalp Showcase",3950.38,3956.26,5.88000000000011,"g1.J101xJ204"
"558","Mounted + Freezing",3956.26,3969.5,13.2399999999998,"g1.J101xJ204"
"560","Leg Showcase + Mounted + Pedipalp Showcase",3969.58,3974.48,4.90000000000009,"g1.J101xJ204"
"561","Mounted + Freezing",3974.48,3983.04,8.55999999999995,"g1.J101xJ204"
"563","Leg Showcase + Mounted + Pedipalp Showcase",3983.09,3991.02,7.92999999999984,"g1.J101xJ204"
"564","Mounted + Freezing",3991.02,4003.78,12.7600000000002,"g1.J101xJ204"
"566","Leg Showcase + Mounted + Pedipalp Showcase",4003.86,4008.94,5.07999999999993,"g1.J101xJ204"
"568","Mounted + Freezing",4009.7,4022.6,12.9000000000001,"g1.J101xJ204"
"570","Leg Showcase + Mounted + Pedipalp Showcase",4022.66,4027.84,5.18000000000029,"g1.J101xJ204"
"572","Mounted + Freezing",4027.92,4036.38,8.46000000000004,"g1.J101xJ204"
"573","Leg Showcase + Mounted",4036.38,4039.45,3.06999999999971,"g1.J101xJ204"
"574","Mounted + Freezing",4039.45,4049.38,9.93000000000029,"g1.J101xJ204"
"575","Leg Showcase + Mounted",4049.38,4052.46,3.07999999999993,"g1.J101xJ204"
"576","Leg Showcase + Mounted + Pedipalp Showcase",4052.46,4055.47,3.00999999999976,"g1.J101xJ204"
"578","Mounted + Freezing",4055.5,4064.88,9.38000000000011,"g1.J101xJ204"
"580","Leg Showcase + Mounted + Pedipalp Showcase",4064.97,4070,5.0300000000002,"g1.J101xJ204"
"581","Mounted + Freezing",4070,4090.61,20.6100000000001,"g1.J101xJ204"
"582","Retreat",4090.61,4092.06,1.44999999999982,"g1.J101xJ204"
