"","Behaviour","START","STOP","Duration","ID"
"98","Mounted + Freezing",2034.62,2039.57,4.95000000000005,"g1.J101xJ204"
"99","Mounted + Pedipalp Showcase",2039.57,2041.79,2.22000000000003,"g1.J101xJ204"
"100","Mounted + Freezing",2041.79,2050.07,8.2800000000002,"g1.J101xJ204"
"102","Leg Showcase + Mounted + Pedipalp Showcase",2050.78,2052.91,2.12999999999965,"g1.J101xJ204"
"103","Mounted + Pedipalp Showcase",2052.91,2054.25,1.34000000000015,"g1.J101xJ204"
"104","Mounted + Freezing",2054.25,2065.62,11.3699999999999,"g1.J101xJ204"
"105","Mounted + Pedipalp Showcase",2065.62,2068.47,2.84999999999991,"g1.J101xJ204"
"106","Mounted + Freezing",2068.47,2088.82,20.3500000000004,"g1.J101xJ204"
"108","Leg Showcase + Mounted + Pedipalp Showcase",2089.38,2092.82,3.44000000000005,"g1.J101xJ204"
"109","Mounted + Pedipalp Showcase",2092.82,2094.27,1.44999999999982,"g1.J101xJ204"
"110","Mounted + Freezing",2094.27,2105.29,11.02,"g1.J101xJ204"
"111","Mounted + Pedipalp Showcase",2105.29,2108.91,3.61999999999989,"g1.J101xJ204"
"112","Leg Showcase + Mounted + Pedipalp Showcase",2108.91,2110.79,1.88000000000011,"g1.J101xJ204"
"114","Mounted + Freezing",2110.94,2124.42,13.48,"g1.J101xJ204"
"116","Leg Showcase + Mounted + Pedipalp Showcase",2124.71,2126.68,1.9699999999998,"g1.J101xJ204"
